,input,output,expected
10,@harshali malhotra bal film abhinetri#,हर्षाली# मल्होत्र# बाल# फिल्म# अभिनेत्री# ,@हर्षाली मल्होत्रा बाल फ़िल्म अभिनेत्री#
11,@yah ek dhadhakne vala tara hai jismen achanak kuch minaton ke liye chamak badh jaati hai#,यह# एक# धधकने# वाला# तारा# है# जिसमें# अचानक# कुछ# मिनेटों# के# लिए# चमक# बढ़# जाती# है# ,@यह एक धधकने वाला तारा है जिसमें अचानक कुछ मिनटों के लिए चमक बढ़ जाती है#
12,@bharat ki rashtriy cricket team ne  ke mausam men australia ka daura kiya aur  test match khelen#,भारत# की# राष्ट्रीय# क्रिकेट# तीम# ने# के# मौसम# में# अस्ट्रेलिया# का# दौरा# किया# और# तेस्ट# मैचच# केले# ,@भारत की राष्ट्रीय क्रिकेट टीम ने  के मौसम में ऑस्ट्रेलिया का दौरा किया और  टेस्ट मैच खेले#
13,@sansadhanon aur anya vyaavhaarik muddon ke karan puratatvavid apni ichchhaanusaar jab chahen v jahan chahen utkhanan nahin kar paate#,संसाधनों# और# अन्य# व्यावहारिक# मुद्दों# के# करण# पुरातात्वविद# अपनी# आच्छानुसार# जब# चाहें# व# जहाँ# चाहें# उत्खनन# नहीं# कर# पाटे# ,@संसाधनों और अन्य व्यावहारिक मुद्दों के कारण पुरातत्वविद अपनी इच्छानुसार जब चाहें व जहां चाहें उत्खनन नहीं कर पाते#
14,@saman nagrik sanhita athva samaan aachar sanhita ka arth ek dharmniripeksh sekyular kanun hota hai jo sabhi dharm ke logon ke liye samaan roop se lagu hota hai#,समान# नागरिक# संहिता# अठवा# समान# आचार# संहिता# का# आर्थ# एक# धर्मणिरपेक्ष# सेक्युलर# कानून# होता# है# जो# सभी# धर्म# के# लोगों# के# लिए# समान# रूप# से# लगु# होता# है# ,@समान नागरिक संहिता अथवा समान आचार संहिता का अर्थ एक धर्मनिरपेक्ष सेक्युलर कानून होता है जो सभी धर्म के लोगों के लिये समान रूप से लागू होता है#
15,@bhagwan shiv ke jyorti lingon ki kathaa ishan kalp ke vrittaant sarvavisarga aadi dashaa lakshnon sahit varnit hai#,भगवान# शिव# के# ज्योर्ति# लिंगों# की# कथा# इशन# कल्प# के# वृत्तान्त# सर्वविसर्ग# आदि# दशा# लक्षणों# साहित# वर्णित# है# ,@भगवान शिव के ज्योर्ति लिंगों की कथा ईशान कल्प के वृत्तान्त सर्वविसर्ग आदि दशा लक्षणों सहित वर्णित है#
16,@khajuraho ki anupm lalitkala aur sthaapatya bhi isi ki upaj hain#,खजुराह# की# अनुपम# लालितकला# और# स्थापत्य# भी# इसी# की# उपज# हैं# ,@खजुराहो की अनुपम ललितकला और स्थापत्य भी इसी की उपज हैं#
17,@wakpati munj ka kaal parmaron ke liye gaurav ka kaal tha#,वाकपति# मुंज# का# काल# परमारों# के# लिए# गौरव# का# काल# था# ,@वाक्पति मुंज का काल परमारों के लिए गौरव का काल था#
18,@dusre patr ke prashno ke jarie pariksharthiyo ke sanvad kaushal bhashayi gyan nirnay va vishleshan kshamta aur mansik dakshta yani vyaktitva va uske rujhano ki padatala hogi#,दूसरे# पट्र# के# प्रश्नों# के# जरिए# परिक्षार्थियों# के# संवाद# कौशल# भाषायी# ग्ञान# निर्णय# वा# विश्लेषण# क्षमता# और# मानसिक# दक्षता# यानी# व्यक्तित्व# वा# उसके# रुझानों# की# पदाताला# होगी# ,@दूसरे पत्र के प्रश्नों के जरिए परिक्षार्थियों के संवाद कौशल भाषायी ज्ञान निर्णय व विश्लेषण क्षमता और मानसिक दक्षता यानी व्यक्तित्व व उसके रुझानों की पड़ताल होगी#
19,@apne marijon ka varnan ek vishisht smruti ke kshinkaran vale marij aur dhiredhire utpann hone vali avdharanaon ke roop mein karte huye charcott ne gyan sambandhi parivartanon ko bhi avlokit kiya#,अपने# मरीजन# का# वर्णन# एक# विशिष्ट# स्मृति# के# क्षीणकरण# वेले# मरीज़# और# धीरेधीरे# उत्पन्न# होने# वाली# अवधारणाओं# के# रूप# में# करते# हुए# चर्कोटा# ने# ग्ञान# संबंधी# परिवर्तनों# को# भी# अवलोकित# किया# ,@अपने मरीजों का वर्णन एक विशिष्ट स्मृति के क्षीणकरण वाले मरीज और धीरेधीरे उत्पन्न होने वाली अवधारणाओं के रूप में करते हुए चार्कोट ने ज्ञान संबंधी परिवर्तनों को भी अवलोकित किया#
20,@jab vasudev ki aathvi santaan kanya hoti hai tab bhi use sandeh hota hai#,जब# वसुदेव# की# आठवी# संतान# कन्य# होटी# है# तब# भी# उसे# संदेह# होता# है# ,@जब वसुदेव की आठवीं संतान कन्या होती है तब भी उसे संदेह होता है#
21,@isase santuth hokar indradi devta apne apne stanon ko waapas chale gaye#,इससे# संतुष्ठ# होकर# इंद्रादि# देवता# अपने# अपने# स्टैनोंन# को# वापस# चले# गाए# ,@इससे सन्तुष्ट होकर इन्द्रादि देवता अपने अपने स्थानों को वापस चले गये#
22,@aavart sarni#,आवर्त# सरणी# ,@आवर्त सारणी#
23,@kans se mukti paane ka upay sujhate hue vah nand se kehti hai sabse pehle praja ki chetna ko kans ke karagar se mukt karna hoga#,कंस# से# मुक्ति# पाने# का# उपय# सुझाते# हुए# वह# नांद# से# कहती# है# सबसे# पहले# प्रजा# की# चेटना# को# कंस# के# करगार# से# मुक्त# करना# होगा# ,@कंस से मुक्ति पाने का उपाय सुझाते हुए वह नंद से कहती है सबसे पहले प्रजा की चेतना को कंस के कारागार से मुक्त करना होगा#
24,@iska sabse pehla prayog  ke dashak me karl jansky karl jansky namak americi khagolshastri ne kiya tha jab unhone akashaganga hamari galaxy se vikiran radiation aate hue dekha#,इसका# सबसे# पहला# प्रयोग# के# दशक# में# कर्ल# जनस्स# कर्ल# जनस्स# नामक# अमेरिकी# खगोलशास्त्री# ने# किया# था# जब# उन्होंने# अकाशगंग# हमारी# ग्लासी# से# विकिरण# रेडियेशन# आते# हुए# देखा# ,@इसका सबसे पहला प्रयोग  के दशक में कार्ल जैन्सकी karl jansky नामक अमेरिकी खगोलशास्त्री ने किया था जब उन्होंने आकाशगंगा हमारी गैलेक्सी से विकिरण रेडियेशन आते हुए देखा#
25,@hai#,है# ,@है#
26,@aur akhirakar  me captain mountgumri do aise log mil hi gae#,और# अखिरकार# में# केप्टें# मोन्टगमरी# दो# ऐसे# लोग# मिल# ही# गे# ,@और आखिरकार  में कैप्टन माउंटगुमरी दो ऐसे लोग मिल ही गए#
27,@sann  tak ise ginij book off rcords america men ginij book off world records ke naam se jana jata tha#,सन्न# तक# इसे# गिनिज# बुक# ओफ्फ# रकोर्ड्स# अमेरिका# में# गिनिज# बुक# ओफ्फ# र्ल्ड# रिकॉर्ड्स# के# नाम# से# जना# जाता# था# ,@सन्  तक इसे गिनीज़ बुक ऑफ रिकॉर्ड्स अमेरिका में गिनीज़ बुक ऑफ़ वर्ल्ड रिकॉर्ड्स के नाम से जाना जाता था#
28,@bhagavata ke anusara raja janaka ke putra jinaki bahana sita aura urmila thim#,भगवता# के# अनसूरा# राजा# जनका# के# पुत्र# जिनकी# बहना# सिता# औरा# उर्मिला# थीं# ,@भागवत के अनुसार राजा जनक के पुत्र जिनकी बहन सीता और उर्मिला थीं#
29,@bharatiy mor video#,भारतीय# मोर# विदो# ,@भारतीय मोर वीडियो#
30,@jab matapita donon men sikalcel lakshan as hote hain to ek bacche ko sikal cel rog ss hone ki  sambhavna hoti hai jaisa ki chitr men dikhaya gaya hai#,जब# मातापिता# दोनों# में# सिकलसेल# लक्षण# एस# होटे# हैं# तो# एक# बच्चे# को# सिकल# केल# रोग# स# होने# की# संभवना# होटी# है# जैसा# की# चित्र# में# दिखाया# गाया# है# ,@जब मातापिता दोनों में सिकलसेल लक्षण as होते हैं तो एक बच्चे को सिकल सेल रोग ss होने की  संभावना होती है जैसा कि चित्र में दिखाया गया है#
31,@ise chhattisgarah men kusli#,इसे# छाट्टीसगढ़रह# में# कुसली# ,@इसे छत्तीसगढ़ में कुसली#
32,@beej se tel nikala jaata hai#,बीज़# से# तेल# निकला# जाता# है# ,@बीज से तेल निकाला जाता है#
33,@london ke aspas ki bhumi kent sare tatha sussex rajdhani ki fal tarkariyo tatha dudh adi ki mang ki purti ke lie adhik prayukt hoti hai#,लंदन# के# अस्पस# की# भूमी# केंट# सरे# तथा# सेक्स# राजधानी# की# फल# तरकारियों# तथा# दुध# आदि# की# मंग# की# पुर्ति# के# लिए# अधिक# प्रयुक्त# होटी# है# ,@लंदन के आसपास की भूमि केंट सरे तथा ससेक्स राजधानी की फल तरकारियों तथा दूध आदि की मांग की पूर्ति के लिए अधिक प्रयुक्त होती है#
34,@iske alawa vanijyik card vyapak data aur reporting samadhan prastaavit karta hai jo karmachaari ke kharcha par najar rakhne aur unpar niyantran rakhne mein grahakon ki sahaayata kartaa hai#,इसके# अलावा# वानिज्यिक# कार्ड# व्यापक# डेटा# और# रिपोर्टिंग# समाधान# प्रस्तावित# करता# है# जो# कर्मचारी# के# खर्चा# पर# नजार# रखने# और# उनपर# नियंत्रण# रखने# में# ग्रहाकों# की# सहायता# करता# है# ,@इसके अलावा वाणिज्यिक कार्ड व्यापक डेटा और रिपोर्टिंग समाधान प्रस्तावित करता है जो कर्मचारी के खर्च पर नज़र रखने और उनपर नियंत्रण रखने में ग्राहकों की सहायता करता है#
35,@rog prakop ke pahle sanket ya bayoterijm hamle ke nidaan chikitsak ya prayogshala se nishchit nahin kiya ja sakta hai#,रोग# प्रकोपी# के# पहले# संकेत# या# बायोटरिज़# हम्ले# के# निदान# चिकित्सक# या# प्रयोगशाला# से# निश्चित# नहीं# किया# ज# सकता# है# ,@रोग प्रकोप के पहले संकेत या बायोटेरिज़्म हमले के निदान चिकित्सक या प्रयोगशाला से निश्चित नहीं किया जा सकता है#
36,@ek lal bandana ke alava sparrow apne balon men kai tarah ki cheej lagata hai jo keith richards ki apni yatraon ke jariye smruti chinhon ko jutane ki adat se prabhavit hai sparrow ki sajavaton men unka aath k tukda bhi shamil hai#,एक# लाल# बैंडना# के# अलावा# स्पैरोव# अपने# बालों# में# कई# तरह# की# चीज# लगाता# है# जो# केथ# रिचर्ड्स# की# अपनी# यात्राओं# के# जारिये# स्मृति# च्नों# को# जुटाने# की# आदात# से# प्रभावित# है# स्पैरोव# की# सजावटों# में# उनका# आठ# के# तुकड़ा# भी# शमिल# है# ,@एक लाल बन्डाना के अलावा स्पैरो अपने बालों में कई तरह की चीज लगाता है जो कीथ रिचर्ड्स की अपनी यात्राओं के जरिये स्मृति चिह्नों को जुटाने की आदत से प्रभावित है स्पैरो की सजावटों में उनका आठ का टुकड़ा भी शामिल है#
37,@almoda mein  april  ko gorkha pratinidhi bamshah aur leftinent colonel gardener ke bich hui ek sandhi ke baad nepali shaasak ne is kshetra se hat jane ko svikara aur is kshetr par east india company ka adhikaar ho gaya#,अल्मोड़ा# में# अप्रैल# को# गोरखा# प्रतिनिधि# बमशाह# और# लेफ्टिनेंट# कोलोनलॉल# गर्देनर# के# bi# हुई# एक# संधि# के# बाद# नैपाली# शासक# ने# इस# क्षेत्रा# से# हट# जने# को# स्वीकारा# और# इस# क्षेत्र# पर# एस्ट# इंदिया# कंपनी# का# अधिकार# हो# गाया# ,@अल्मोड़ा में  अप्रैल  को गोरखा प्रतिनिधि बमशाह और लेफ्टिनेंट कर्नल गार्डनर के बीच हुई एक संधि के बाद नेपाली शासक ने इस क्षेत्र से हट जाने को स्वीकारा और इस क्षेत्र पर ईस्ट इण्डिया कंपनी का अधिकार हो गया#
38,@bhumi sampatti#,भूमी# संपत्ति# ,@भूमि संपत्ति#
39,@imam muslim ke guru aur shishyon ka varnan  happy books#,इमाम# मुस्लिम# के# गुरु# और# शिषयों# का# वर्णन# हैप्प्य# बुक्स# ,@इमाम मुस्लिम के गुरु और शिष्यों का वर्णन  हैप्पी बुक्स#
40,@rashtramandal nagrikta ki avdharna tab se astitv me hai jab se rashtrmandal rashtro ki sthapna hui hai#,राष्ट्रमंदल# नागरिकता# की# अवधारण# तब# से# अस्तित्व# में# है# जब# से# राष्ट्रमंडल# राष्ट्रों# की# स्थापना# हुई# है# ,@राष्ट्रमंडल नागरिकता की अवधारणा तब से अस्तित्व में है जब से राष्ट्रमंडल राष्ट्रों की स्थापना हुई है#
41,@vibhinna rashtriya evam anarrashtriy journal patra ptarikaon men kai lekh anekon shodhpatra prakashit#,विभिन्न# राष्ट्रीया# एवं# अनर्राष्ट्रीय# जॉर्नल# पट्रा# प्रकार्# में# कई# लेख# अनेकों# शोधपत्र# प्रकाशित# ,@विभिन्न राष्ट्रीय एवं अंतर्राष्ट्रीय जर्नल पत्र पत्रिकाओं में कई लेख अनेकों शोधपत्र प्रकाशित#
42,@se  tak united kingdom vishesh bal me chayan ke baad unhone united kingdom viesh bal ke  regiment vishes vaayu seva  sas r ke sath ghudsawar sipahi jeevanraksha prashikshk aur gashti chikitsak ke roop men anshkaalin seva kii#,से# तक# उनितेड# किंगडम# विशेष# बाल# में# चयन# के# बाद# उन्होंने# उनितेड# किंगडम# विशे# बाल# के# रेगिमेंट# विशेष# वायु# सेवा# सास# र# के# साथ# घुडसवार# सिपाही# जीवनरक्षा# प्रशिक्षक# और# गश्ति# चिकित्सक# के# रूप# में# अंशकालीं# सेवा# की# ,@से  तक यूनाइटेड किंगडम विशेष बल में चयन के बाद उन्होंने यूनाइटेड किंगडम विशेष बल के  रेजिमेंट विशेष वायु सेवा  sas r के साथ घुड़सवार सिपाही जीवनरक्षा प्रशिक्षक और गश्ती चिकित्सक के रूप में अंशकालीन सेवा की#
43,@apne pahale abhiyan ke safal hone ke baad rameses ne apne shasan kal ke panch varsh par kadesh nagar par hamla kiya jo hitite samrajya ka adhin tha par pahale seti pram ke adhin tha#,अपने# पहले# अभियां# के# सफल# होने# के# बाद# रमेसेस# ने# अपने# शशन# कल# के# पंच# वर्ष# पर# कड़ेश# नगर# पर# हम्ला# किया# जो# हित्तिते# साम्राज्य# का# अधीं# था# पर# पहले# सेती# प्रम# के# अधीं# था# ,@अपने पहले अभियान के सफल होने के बाद रामेसेस ने अपने शासन काल के पाँचवे वर्ष पर कादेश नगर पर हमला किया जो हित्तिते साम्राज्य का अधीन था पर पहले सेती प्रथम के अधीन था#
44,@ek aethnoaakiyolojikal tulna karte huye we batate hain ki uttarmadhy alaska ke nyunamyut askimo shikari apne shikar ki pratiksha karte huye kaise samay vyatit karte the tatha us samay ke dauran we samay vyatit karne ke liye kis prakar ke kary karte the jinmen vividh vastuon par nakkashi jaise ki kasht ke sanche mukhaute sing ki chmmchen hathidant ki sui ke sath sath chamde ke thailon ttatha harin ki khal se bane mojon ki marmmat aadi sammilit the#,एक# आठनोआर्कियोलॉलॉलॉलॉलॉलॉलॉलॉलॉलॉल तुलना# करते# हुए# वे# बताते# हैं# की# उत्तरमध्य# अलास्का# के# न्यूनाम्यूट# अस्किमों# शिकारी# अपने# शिकर# की# प्रतिक्षा# करते# हुए# कैसे# समय# व्यतित# करते# दे# तथा# उस# समय# के# दौरान# वे# समय# व्यतित# करने# के# लिए# किस# प्रकार# के# कार्य# करते# दे# जिनमें# विविध# वस्तुओं# पर# नक्काशी# जैसे# की# कष्ट# के# संचे# मुखौते# सिंग# की# चम्चें# हाथीदांत# की# सूई# के# साथ# साथ# चमड़े# के# थाईलों# त्थाथा# हरिण# की# खल# से# बैने# मोजों# की# मर्मत# आदि# सममिलित# दे# ,@एक एथनोआर्कियोलॉजिकल तुलना करते हुए वे बताते हैं कि उत्तरमध्य अलास्का के न्यूनाम्यूट एस्किमो शिकारी अपने शिकार की प्रतीक्षा करते हुए कैसे समय व्यतीत करते थे तथा उस समय के दौरान वे समय व्यतीत करने के लिए किस प्रकार के कार्य करते थे जिनमें विविध वस्तुओं पर नक्काशी जैसे कि काष्ठ के सांचे मुखौटे सींग की चम्मचें हाथीदांत की सुई के साथ साथ चमड़े के थैलों तथा हरिण की खाल से बने मोजों की मरम्मत आदि सम्मिलित थे#
45,@chalna firna bhi is mausam me kashtdaayak ho jaata hai#,चलना# फिर्ना# भी# इस# मौसम# में# कष्टदायक# हो# जाता# है# ,@चलना फिरना भी इस मौसम में कष्टदायक हो जाता है#
46,@crystaliy thos sadharan tah laghu crystalon ki atyadhik sankhya se bana hota hai unmen pratyek ka nischit jyamitiy aakar hota hai#,क्रिस्टलीय# ठोस# साधारण# तह# लघु# क्रिस्टलों# की# अत्यधिक# संख्या# से# बैना# होता# है# उन्में# प्रत्येक# का# निश्चित# ज्यामितीय# आकर# होता# है# ,@क्रिस्टलीय ठोस साधारणत ः लघु क्रिस्टलों की अत्यधिक संख्या से बना होता है उनमें प्रत्येक का निश्चित ज्यामितिय आकार होता है#
47,@maada ke sir aur gale par bhura rang nahi hota hai#,मादा# के# सिर# और# ग्ले# पर# भूरा# रंग# नहीं# होता# है# ,@मादा के सिर और गले पर भूरा रंग नहीं होता है#
48,@uddhrishyati koutilya sabha dwadshim sutann#,उद्धरिष्यति# कोटिल्या# सभा# द्वादशीं# सुतान्# ,@उद्धरिष्यति कौटिल्य सभा द्वादशीम सुतान्#
49,@unke upanyaason ki bhasa ki khubi yah hai ki shabdon ke chunaav evam vaakyayojanaa ki dristi se use saral evam bolchaal ki bhasa kaha jata hai#,उनकें# उपन्यासों# की# भाषा# की# खूबी# यह# है# की# शाब्दों# के# चुनाव# एवं# वाक्ययोजना# की# दृष्टि# से# उसे# सरल# एवं# बोलचाल# की# भाषा# कहा# जाता# है# ,@उनके उपन्यासों की भाषा की खूबी यह है कि शब्दों के चुनाव एवं वाक्ययोजना की दृष्टि से उसे सरल एवं बोलचाल की भाषा कहा जाता है#
50,@lakdi aadi ko jodna ya milana jodne ka kaam badhaigiri#,लकडी# आदि# को# जोड़ना# या# मिलना# जोड़ने# का# काम# बढ़ईगिरी# ,@लकडी आदि को जोड़ना या मिलाना जोड़ने का काम बढ़ईगिरी#
51,@in  salon men is samuday ka jo har kshetra men nuksaan hua hai uski bharpaai kaise hogi#,इन# सालों# में# इस# समुदाय# का# जो# हर# क्षेत्रा# में# नुकसान# हुआ# है# उसकी# भारपाई# कैसे# होगी# ,@इन  सालों में इस समुदाय का जो हर क्षेत्र में नुकसान हुआ है उसकी भरपाई कैसे होगी#
52,@is shati men manushya ki karyakshamata aur uski sukhsamgriyon men kalpanatit abhivruddhi hui hai#,इस# शति# में# मनुष्य# की# कर्यक्षमता# और# उसकी# सुक्समग्रियों# में# कल्पनातित# अभिवृद्धि# हुई# है# ,@इस शती में मनुष्य की कार्यक्षमता और उसकी सुखसामग्रियों में कल्पनातीत अभिवृद्धि हुई है#
53,@unhone koshi nadi ke baadh ke dauraan prakash jha ke saath bihar baadh rahat mishan par kam kiya#,उन्होंने# कोशी# नाड़ी# के# बाढ़# के# दौरान# प्रकाश# झा# के# साथ# बिहार# बाढ़# राहत# मिशन# पर# कम# किया# ,@उन्होंने कोशी नदी के बाढ़ के दौरान प्रकाश झा के साथ बिहार बाढ़ राहत मिशन पर काम किया#
54,@saurmaan evam chandramaan ke  mahinon mein  mahine ka antar pada jata hai#,सौरमान# एवं# चंद्रमान# के# महीनों# में# महीने# का# अंतर# पदा# जाता# है# ,@सौरमान एवं चांद्रमान के  महीनों में  महीने का अंतर पड़ जाता है#
55,@dinshaw daji#,दिंशॉव# दाजी# ,@दिनशॉ दाजी#
56,@chalukya vikram sanvat  kalyanpur andhra ke chalukya solanki raja vikramaditya chathe ne shak sanvat sthan par chalukya sanvat chalaya#,चलुक्य# विक्रम# संवत# कलियंपुर# आंध्रा# के# चलुक्य# सोलैंकि# राजा# विक्रमादित्य# चाथे# ने# शक# संवत# स्थान# पर# चलुक्य# संवत# चलाया# ,@चालुक्य विक्रम संवत्  कल्याणपुर आंध्र के चालुक्य सोलंकी राजा विक्रमादित्य छठे ने शक संवत्‌ स्थान पर चालुक्य संवत्‌ चलाया#
57,@bharatiy mudra ek nirman ki kahani#,भारतीय# मुद्रा# एक# निर्मान# की# कहानी# ,@भारतीय मुद्रा के निर्माण की कहानी#
58,@cancer ya karkatarbud   varsh ke adhik ayuvalo me yadi apach ke lakshana ho jo sadharan chikitsa se na thik hote ho to cancer ka sandeh karna chahie jab tak parikshao se cancer na hone ke santoshjanak praman na mil jae#,कैंसर# या# करकटरबुद# वर्ष# के# अधिक# आयुवालों# में# यदि# अपच्य# के# लक्षण# हो# जो# साधारण# चिकित्सा# से# न# थीक# होटे# हो# तो# कैंसर# का# संदेह# करना# चाहिए# जब# तक# परीक्षाओं# से# कैंसर# न# होने# के# संतोषजनक# प्रमान# न# मिल# जाए# ,@कैंसर या कर्कटार्बुद   वर्ष के अधिक आयुवालों में यदि अपच के लक्षण हों जो साधारण चिकित्सा से न ठीक होते हों तो कैंसर का संदेह करना चाहिए जब तक परीक्षाओं से कैंसर न होने के संतोषजनक प्रमाण न मिल जाएँ#
59,@halanki houihanm ka ullekh nahin kiya gaya hai#,हालांकि# होऊइहन्# का# उल्लेख# नहीं# किया# गाया# है# ,@हालांकि होऊइहन्म का उल्लेख नहीं किया गया है#
60,@sabse pahle  men ilahabaad aane ke baad unhone tandanji ke sath bharat sevak sangh ki ilahabaad ikai ke sachiv ke roop men kaam karna shuru kiya#,सबसे# पहले# में# इलाहाबाद# आने# के# बाद# उन्होंने# तंडनजी# के# साथ# भारत# सेवक# संघ# की# इलाहाबाद# इकाई# के# सचिव# के# रूप# में# काम# करना# शुरू# किया# ,@सबसे पहले  में इलाहाबाद आने के बाद उन्होंने टण्डनजी के साथ भारत सेवक संघ की इलाहाबाद इकाई के सचिव के रूप में काम करना शुरू किया#
61,@kant ne is yukti ko mana nahi parantu kaha ki jo anya yuktiyan di jati hi ve enselm ki yukti ki rupantar hi hai#,कांट# ने# इस# युक्ति# को# माना# नहीं# परन्तु# कहा# की# जो# अन्य# युक्तियाँ# डी# जाती# ही# वे# ensell# की# युक्ति# की# रूपांतर# ही# है# ,@कांट ने इस युक्ति को माना नहीं परंतु कहा कि जो अन्य युक्तियाँ दी जाती हैं वे एन्सैल्म की युक्ति की रूपांतर ही हैं#
62,@is drushti se yah sanstha bhartiy bhashaon ki aawaaj hai#,इस# दृष्टि# से# यह# संस्था# भारतीय# भाषाओं# की# आवाज़# है# ,@इस दृष्टि से यह संस्था भारतीय भाषाओं की आवाज है#
63,@upayukt chikitsa n hone se iske kai muh ban jate hain#,उपयुक्त# चिकित्सा# न# होने# से# इसके# कई# मुंह# बैं# जाते# हैं# ,@उपयुक्त चिकित्सा न होने से इसके कई मुँह बन जाते हैं#
64,@is rajvansh ki niv yaqub bin laith assaffar ne rakhi jo ek sthaniya ayyar ladka tha#,इस# राजवंश# की# निव# याक्यूब# बिं# लैथ# असफ़्फ़ार# ने# रखी# जो# एक# स्थानीया# य्यार# लड़का# था# ,@इस राजवंश की नीव याक़ूब बिन लैथ़ अससफ़्फ़ार ने रखी जो एक स्थानीय अय्यार लड़ाका था#
65,@americi aadhunikta  stuan davis arthur g dove masdern hartle georgia okifi#,अमेरिकी# आधुनिकता# स्ट्टायून# डेविस# आर्थर# ज# दोवे# मस्नेन# हर्टल# ग्यर्गिया# ओकीफ़ी# ,@अमेरिकी आधुनिकता  स्टुअन डेविस आर्थर जी डोव मार्स्डन हार्टले जॉर्जिया ओकीफ़ी#
66,@unnisvi shatabdi ke santhal geeton aur mithakom men unki yatra ke lambe itihas ka baarbaar ullekh kiya gaya hai unmen kaha gaya hai ki santhal log apne liye basne yogya sthan ki khoj men barabar bina thake chalte hi rahte the#,उन्नीसवी# शताब्दी# के# संथाल# गीतों# और# मिथकों# में# उनकी# यात्रा# के# लम्बे# इतिहास# का# बारबार# उल्लेख# किया# गाया# है# उन्में# कहा# गाया# है# की# संथाल# लोग# अपने# लिए# बसने# योग्य# स्थान# की# खोज# में# बराबर# बिना# थके# चलते# ही# राहते# दे# ,@उन्नीसवीं शताब्दी के संथाल गीतों और मिथकों में उनकी यात्रा के लंबे इतिहास का बारबार उल्लेख किया गया है उनमें कहा गया है कि संथाल लोग अपने लिए बसने योग्य स्थान की खोज में बराबर बिना थके चलते ही रहते थे#
67,@champak tamrapatra ka e e bha  pra  is wakatak raja ke vinash ke sambandh mein kuch logon ki asatya dharana bani hui hai ki guptvansh ke utthan se rudrasen pratham nasht ho gaya#,चम्पक# तम्रपट्र# का# ए# ए# भा# प्रा# इस# वाकाटक# राजा# के# विनाश# के# संबंध# में# कुछ# लोगों# की# असत्य# धरणा# बैनी# हुई# है# की# गुप्तवंश# के# उत्थान# से# रुद्रासेन# प्रथम# नाष्ट# हो# गाया# ,@चंपक ताम्रपत्र का इ इ भा  पृ  इस वाकाटक राजा के विनाश के संबंध में कुछ लोगों की असत्य धारण बनी हुई है कि गुप्तवंश के उत्थान से रुद्रसेन प्रथम नष्ट हो गया#
